state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands	Public Supply population served by groundwater, in thousands	Public Supply population served by surface water, in thousands	Public Supply total population served, in thousands	Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d	Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, groundwater, in Mgal/d	Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d	Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, surface water, in Mgal/d	Public Supply total self-supplied withdrawals, fresh, in Mgal/d	Public Supply total self-supplied withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, total, in Mgal/d	Public Supply deliveries to domestic, in Mgal/d	Public Supply deliveries to commercial, in Mgal/d	Public Supply deliveries to industrial, in Mgal/d	Public Supply deliveries to thermoelectric, in Mgal/d	Public Supply total deliveries, in Mgal/d	Public Supply public use and losses, in Mgal/d	Public Supply per capita use, in gallons/person/day	Public Supply reclaimed wastewater, in Mgal/d	Public Supply number of facilities	Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d	Commercial self-supplied groundwater withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, groundwater, in Mgal/d	Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d	Commercial self-supplied surface-water withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, surface water, in Mgal/d	Commercial total self-supplied withdrawals, fresh, in Mgal/d	Commercial total self-supplied withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, in Mgal/d	Commercial deliveries from public supply, in Mgal/d	Commercial total self-supplied withdrawals plus deliveries, in Mgal/d	Commercial consumptive use, fresh, in Mgal/d	Commercial consumptive use, saline, in Mgal/d	Commercial total consumptive use, in Mgal/d	Commercial reclaimed wastewater, in Mgal/d	Domestic self-supplied population, in thousands	Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d	Domestic self-supplied groundwater withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, groundwater, in Mgal/d	Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d	Domestic self-supplied surface-water withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, surface water, in Mgal/d	Domestic total self-supplied withdrawals, fresh, in Mgal/d	Domestic total self-supplied withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, in Mgal/d	Domestic per capita use, self-supplied, in gallons/person/day	Domestic deliveries from public supply, in Mgal/d	Domestic per capita use, public-supplied, in gallons/person/day	Domestic total self-supplied withdrawals plus deliveries, in Mgal/d	Domestic consumptive use, fresh, in Mgal/d	Domestic consumptive use, saline, in Mgal/d	Domestic total consumptive use, in Mgal/d	Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d	Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d	Livestock total self-supplied withdrawals, fresh, in Mgal/d	Livestock consumptive use, fresh, in Mgal/d	Irrigation, Total self-supplied groundwater withdrawals, fresh, in Mgal/d	Irrigation, Total self-supplied surface-water withdrawals, fresh, in Mgal/d	Irrigation, Total consumptive use, fresh, in Mgal/d	Irrigation, Total sprinkler irrigation, in thousand acres	Irrigation, Total microirrigation, in thousand acres	Irrigation, Total surface irrigation, in thousand acres	Irrigation, Total total irrigation, in thousand acres	Irrigation, Total reclaimed wastewater, in Mgal/d	Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop consumptive use for crops, fresh, in Mgal/d	Irrigation, Crop sprinkler irrigation for crops, in thousand acres	Irrigation, Crop microirrigation for crops, in thousand acres	Irrigation, Crop surface irrigation for crops, in thousand acres	Irrigation, Crop total irrigation for crops, in thousand acres	Irrigation, Crop reclaimed wastewater for crops, in Mgal/d	Irrigation, Golf Courses self-supplied groundwater withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses self-supplied surface-water withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses total self-supplied withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses consumptive use for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses sprinkler irrigation for golf courses, in thousand acres	Irrigation, Golf Courses microirrigation for golf courses, in thousand acres	Irrigation, Golf Courses surface irrigation for golf courses, in thousand acres	Irrigation, Golf Courses total irrigation for golf courses, in thousand acres	Irrigation, Golf Courses reclaimed wastewater for golf courses, in Mgal/d
06	California	057	Nevada County	1990	78.510	5.990	36.180	42.170	1.04	-	-	10.83	-	-	11.87	-	-	6.28	1.82	0.35	0.00	8.45	-	-	-	23	0.00	-	-	0.00	-	-	0.00	-	-	1.82	-	0.00	-	-	-	36.340	0.66	-	-	2.07	-	-	2.73	-	-	75	6.280	149	9.01	2.60	-	-	-	-	-	-	2.60	62.35	42.37	3.93	-	11.17	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	057	Nevada County	1995	86.600	19.790	40.170	59.960	3.81	0.00	3.81	8.38	0.00	8.38	12.19	0.00	12.19	8.52	1.92	0.35	0.00	10.79	1.40	203.00	0.00	21	0.00	0.00	0.00	0.22	0.00	0.22	0.22	0.00	0.22	1.92	2.14	0.50	0.00	0.50	0.00	26.640	1.80	0.00	1.80	0.20	0.00	0.20	2.00	0.00	2.00	75	8.520	142	10.52	2.95	0.00	2.95	-	-	-	-	3.43	22.74	23.94	0.91	0.15	6.84	7.90	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	057	Nevada County	2000	92.030	18.860	50.600	69.460	5.09	-	-	9.56	-	-	14.65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22.570	1.52	-	-	0.17	-	-	1.69	-	-	75	-	-	-	-	-	-	0.10	0.12	0.22	-	4.74	27.01	-	2.86	0.80	6.20	9.86	-	4.00	26.50	30.50	-	2.10	0.80	6.20	9.10	-	0.74	0.51	1.25	-	0.76	0.00	0.00	0.76	-
06	California	057	Nevada County	2005	98.394	13.947	42.981	56.928	4.23	0.00	4.23	13.04	0.00	13.04	17.27	0.00	17.27	18.15	-	-	-	-	-	303.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	41.466	11.81	-	-	0.16	-	-	11.97	-	-	289	18.150	319	30.12	-	-	-	0.05	0.06	0.11	-	4.73	54.21	-	4.01	1.60	11.75	17.36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	057	Nevada County	2010	98.764	18.030	47.530	65.560	4.98	0.00	4.98	11.17	0.00	11.17	16.15	0.00	16.15	11.14	-	0.08	-	-	-	246.00	1.91	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33.204	1.94	-	-	0.55	-	-	2.49	-	-	75	11.140	170	13.63	-	-	-	0.06	0.07	0.13	-	3.45	26.03	-	3.23	0.95	7.00	11.18	-	2.20	25.17	27.37	33.19	2.39	0.95	7.00	10.34	2.28	1.25	0.86	2.11	-	0.84	0.00	0.00	0.84	-
06	California	059	Orange County	1985	2122.100	1874.830	145.240	2020.070	427.35	-	-	37.84	-	-	465.19	-	-	283.77	106.99	35.72	0.67	427.15	-	-	-	-	2.42	-	-	0.46	-	-	2.88	-	-	106.99	-	27.86	-	-	-	102.030	6.43	-	-	1.22	-	-	7.65	-	-	75	283.770	140	291.42	75.77	-	-	-	-	-	-	23.24	34.58	36.92	15.21	-	9.70	-	6.19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	059	Orange County	1990	2410.560	1624.230	299.320	1923.550	393.51	-	-	72.04	-	-	465.55	-	-	316.55	56.05	29.72	0.58	402.90	-	-	-	86	2.68	-	-	0.00	-	-	2.68	-	-	56.05	-	0.22	-	-	-	487.010	31.78	-	-	4.75	-	-	36.53	-	-	75	316.550	165	353.08	91.80	-	-	-	-	-	-	24.53	24.53	32.44	8.23	-	14.01	-	2.60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	059	Orange County	1995	2614.800	2088.490	522.120	2610.610	357.54	0.00	357.54	82.41	0.00	82.41	439.95	0.00	439.95	285.94	82.92	18.78	0.26	387.90	52.05	169.00	12.73	28	2.24	0.00	2.24	0.00	0.00	0.00	2.24	0.00	2.24	82.92	85.16	21.58	0.00	21.58	1.77	4.190	0.28	0.00	0.28	0.03	0.00	0.03	0.31	0.00	0.31	74	285.940	110	286.25	83.75	0.00	83.75	-	-	-	-	24.99	18.56	34.43	3.93	1.26	9.51	14.70	32.81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	059	Orange County	2000	2846.290	1429.650	1183.880	2613.530	261.94	-	-	234.12	-	-	496.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	232.760	15.71	-	-	1.75	-	-	17.46	-	-	75	-	-	-	-	-	-	0.18	0.23	0.41	-	28.70	18.94	-	7.10	12.70	0.00	19.80	-	21.60	16.00	37.60	-	0.00	12.70	0.00	12.70	-	7.10	2.94	10.04	-	7.10	0.00	0.00	7.10	-
06	California	059	Orange County	2005	2988.072	372.389	2548.306	2920.695	48.93	0.00	48.93	334.82	0.00	334.82	383.75	0.00	383.75	211.46	-	-	-	-	-	131.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	67.377	4.54	-	-	0.51	-	-	5.05	-	-	75	211.460	72	216.51	-	-	-	0.01	0.02	0.03	-	12.81	0.00	-	0.00	7.95	0.00	7.95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	059	Orange County	2010	3010.232	2233.060	562.820	2795.880	261.95	12.94	274.89	228.64	0.00	228.64	490.59	12.94	503.53	314.02	-	17.82	-	-	-	180.00	36.67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	214.352	14.14	-	-	1.88	-	-	16.02	-	-	75	314.020	112	330.04	-	-	-	0.01	0.03	0.04	-	13.01	5.39	-	5.90	2.40	0.00	8.30	5.54	0.00	0.00	0.00	6.58	0.00	2.40	0.00	2.40	1.24	13.01	5.39	18.40	-	5.90	0.00	0.00	5.90	4.30
06	California	061	Placer County	1985	137.820	43.030	67.090	110.120	11.17	-	-	12.97	-	-	24.14	-	-	14.73	5.55	3.36	0.00	23.64	-	-	-	-	0.67	-	-	0.11	-	-	0.78	-	-	5.55	-	1.85	-	-	-	27.700	1.78	-	-	0.29	-	-	2.07	-	-	75	14.730	134	16.80	4.37	-	-	-	-	-	-	51.15	163.77	118.03	11.26	-	35.54	-	0.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	061	Placer County	1990	172.800	53.010	51.160	104.170	16.63	-	-	14.71	-	-	31.34	-	-	11.24	7.27	2.01	0.00	20.52	-	-	-	87	0.00	-	-	0.00	-	-	0.00	-	-	7.27	-	0.00	-	-	-	68.630	1.95	-	-	3.05	-	-	5.00	-	-	73	11.240	108	16.24	4.22	-	-	-	-	-	-	89.39	134.08	129.80	9.72	-	34.48	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	061	Placer County	1995	203.500	25.180	142.670	167.850	5.70	0.00	5.70	32.11	0.00	32.11	37.81	0.00	37.81	23.76	6.20	0.66	0.00	30.62	7.19	225.00	0.00	43	0.15	0.00	0.15	0.00	0.00	0.00	0.15	0.00	0.15	6.20	6.35	1.61	0.00	1.61	0.00	35.650	2.41	0.00	2.41	0.27	0.00	0.27	2.68	0.00	2.68	75	23.760	142	26.44	7.84	0.00	7.84	-	-	-	-	38.06	117.94	126.21	6.49	0.56	43.35	50.40	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	061	Placer County	2000	248.400	10.980	211.500	222.480	2.90	-	-	56.48	-	-	59.38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25.920	1.75	-	-	0.19	-	-	1.94	-	-	75	-	-	-	-	-	-	0.74	0.95	1.69	-	31.81	93.78	-	8.99	15.10	17.60	41.69	-	29.80	92.40	122.20	-	6.80	15.10	17.60	39.50	-	2.01	1.38	3.39	-	2.19	0.00	0.00	2.19	-
06	California	061	Placer County	2005	317.028	116.430	168.380	284.810	28.08	0.00	28.08	40.60	0.00	40.60	68.68	0.00	68.68	35.37	-	-	-	-	-	241.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32.218	8.29	-	-	0.10	-	-	8.39	-	-	260	35.370	124	43.76	-	-	-	0.21	0.27	0.48	-	23.66	107.15	-	5.46	5.39	14.12	24.97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	061	Placer County	2010	348.432	13.750	291.550	305.300	4.03	0.00	4.03	61.99	0.00	61.99	66.02	0.00	66.02	46.03	-	1.14	-	-	-	216.00	3.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43.132	2.59	-	-	0.62	-	-	3.21	-	-	74	46.030	151	49.24	-	-	-	0.18	0.23	0.41	-	23.12	96.34	-	11.46	9.22	24.14	44.82	1.95	20.94	94.84	115.78	117.66	9.34	9.22	24.14	42.70	0.24	2.18	1.50	3.68	-	2.12	0.00	0.00	2.12	1.71
06	California	063	Plumas County	1985	19.190	16.110	2.320	18.430	3.09	-	-	0.53	-	-	3.62	-	-	2.21	0.83	0.00	0.00	3.04	-	-	-	-	0.02	-	-	0.01	-	-	0.03	-	-	0.83	-	0.22	-	-	-	0.760	0.04	-	-	0.02	-	-	0.06	-	-	79	2.210	120	2.27	0.59	-	-	-	-	-	-	26.93	85.26	67.34	8.26	-	29.24	-	0.22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	063	Plumas County	1990	19.740	13.860	2.150	16.010	3.03	-	-	1.32	-	-	4.35	-	-	2.48	0.90	0.00	0.00	3.38	-	-	-	40	0.00	-	-	0.00	-	-	0.00	-	-	0.90	-	0.00	-	-	-	3.730	0.19	-	-	0.09	-	-	0.28	-	-	75	2.480	155	2.76	0.72	-	-	-	-	-	-	11.06	104.46	76.10	5.06	-	33.84	-	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	063	Plumas County	1995	20.500	13.170	3.050	16.220	3.03	0.00	3.03	1.32	0.00	1.32	4.35	0.00	4.35	2.57	0.95	0.00	0.00	3.52	0.83	268.00	0.00	11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.95	0.25	0.00	0.25	0.00	4.280	0.29	0.00	0.29	0.03	0.00	0.03	0.32	0.00	0.32	75	2.570	158	2.89	0.75	0.00	0.75	-	-	-	-	15.77	103.86	109.42	3.43	0.03	32.64	36.10	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	063	Plumas County	2000	20.820	15.190	3.500	18.690	2.95	-	-	1.08	-	-	4.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.130	0.14	-	-	0.02	-	-	0.16	-	-	75	-	-	-	-	-	-	0.14	0.18	0.32	-	7.21	41.59	-	7.63	0.40	7.30	15.33	-	6.20	40.90	47.10	-	6.60	0.40	7.30	14.30	-	1.01	0.69	1.70	-	1.03	0.00	0.00	1.03	-
06	California	063	Plumas County	2005	21.477	0.000	18.396	18.396	0.00	0.00	0.00	2.91	0.00	2.91	2.91	0.00	2.91	3.11	-	-	-	-	-	158.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.081	0.39	-	-	0.39	-	-	0.78	-	-	253	3.110	169	3.89	-	-	-	0.11	0.14	0.25	-	12.47	57.83	-	16.11	0.00	17.82	33.93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	063	Plumas County	2010	20.007	14.760	2.510	17.270	2.95	0.00	2.95	0.84	0.00	0.84	3.79	0.00	3.79	2.02	-	0.00	-	-	-	219.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.737	0.15	-	-	0.06	-	-	0.21	-	-	77	2.020	117	2.23	-	-	-	0.09	0.12	0.21	-	20.54	90.89	-	22.25	0.00	23.80	46.05	-	19.44	90.14	109.58	120.80	21.51	0.00	23.80	45.31	-	1.10	0.75	1.85	-	0.74	0.00	0.00	0.74	-
06	California	065	Riverside County	1985	820.210	782.470	13.680	796.150	303.47	-	-	5.13	-	-	308.60	-	-	188.25	70.98	7.26	0.00	266.49	-	-	-	-	0.62	-	-	0.06	-	-	0.68	-	-	70.98	-	17.69	-	-	-	24.060	1.64	-	-	0.16	-	-	1.80	-	-	75	188.250	236	190.05	49.41	-	-	-	-	-	-	86.21	1048.20	705.17	40.36	-	223.78	-	19.28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	065	Riverside County	1990	1170.410	629.590	191.140	820.730	272.45	-	-	37.12	-	-	309.57	-	-	190.94	32.77	9.46	0.00	233.17	-	-	-	181	0.09	-	-	0.00	-	-	0.09	-	-	32.77	-	0.00	-	-	-	349.680	17.31	-	-	8.92	-	-	26.23	-	-	75	190.940	233	217.17	56.46	-	-	-	-	-	-	798.02	255.41	676.65	56.28	-	201.65	-	14.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	065	Riverside County	1995	1370.300	684.440	517.090	1201.530	267.57	0.00	267.57	86.24	0.00	86.24	353.81	0.00	353.81	179.40	39.28	21.44	0.00	240.12	113.69	294.00	22.00	25	5.27	0.00	5.27	0.00	0.00	0.00	5.27	0.00	5.27	39.28	44.55	10.22	0.00	10.22	1.42	168.770	11.39	0.00	11.39	1.27	0.00	1.27	12.66	0.00	12.66	75	179.400	149	192.06	49.94	0.00	49.94	-	-	-	-	80.36	947.28	910.04	53.00	19.35	164.25	236.60	29.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	065	Riverside County	2000	1545.390	844.040	552.970	1397.010	302.49	-	-	107.58	-	-	410.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	148.380	10.02	-	-	1.11	-	-	11.13	-	-	75	-	-	-	-	-	-	10.23	13.02	23.25	-	114.87	1116.56	-	34.51	30.40	228.60	293.51	-	93.90	1106.70	1200.60	-	17.40	30.40	228.60	276.40	-	20.97	9.86	30.83	-	17.11	0.00	0.00	17.11	-
06	California	065	Riverside County	2005	1946.419	375.908	1526.461	1902.369	86.05	0.00	86.05	349.41	0.00	349.41	435.46	0.00	435.46	345.41	-	-	-	-	-	229.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44.050	25.04	-	-	2.78	-	-	27.82	-	-	632	345.410	182	373.23	-	-	-	4.18	5.32	9.50	-	196.48	505.25	-	11.91	20.79	156.32	189.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	065	Riverside County	2010	2189.641	1280.530	853.240	2133.770	269.83	40.21	310.04	209.05	0.00	209.05	478.88	40.21	519.09	338.87	-	12.05	-	-	-	243.00	47.40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55.871	2.78	-	-	0.47	-	-	3.25	-	-	58	338.870	159	342.12	-	-	-	2.11	2.68	4.79	-	150.20	336.51	-	28.24	23.73	178.44	230.41	13.02	126.54	325.39	451.93	426.12	13.60	23.73	178.44	215.77	1.72	23.66	11.12	34.78	-	14.64	0.00	0.00	14.64	11.30
06	California	067	Sacramento County	1985	891.710	564.610	306.650	871.260	160.11	-	-	92.44	-	-	252.55	-	-	154.06	58.09	8.15	12.92	233.22	-	-	-	-	0.57	-	-	0.01	-	-	0.58	-	-	58.09	-	14.49	-	-	-	20.450	1.50	-	-	0.03	-	-	1.53	-	-	75	154.060	177	155.59	40.45	-	-	-	-	-	-	170.30	372.07	358.47	33.61	-	142.29	-	1.08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	067	Sacramento County	1990	1041.220	568.030	367.990	936.020	150.08	-	-	151.08	-	-	301.16	-	-	165.19	20.25	15.21	0.00	200.65	-	-	-	85	0.00	-	-	46.85	-	-	46.85	-	-	20.25	-	0.02	-	-	-	105.200	5.21	-	-	2.68	-	-	7.89	-	-	75	165.190	176	173.08	45.83	-	-	-	-	-	-	179.90	166.06	220.79	6.85	-	107.25	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	067	Sacramento County	1995	1117.700	581.530	533.670	1115.200	145.40	0.00	145.40	184.28	0.00	184.28	329.68	0.00	329.68	244.41	46.28	2.66	0.00	293.35	36.33	296.00	0.00	30	0.00	0.00	0.00	46.85	0.00	46.85	46.85	0.00	46.85	46.28	93.13	12.04	0.00	12.04	0.00	2.500	0.17	0.00	0.17	0.02	0.00	0.02	0.19	0.00	0.19	76	244.410	219	244.60	63.60	0.00	63.60	-	-	-	-	166.39	283.46	384.78	20.11	5.43	132.96	158.50	0.09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	067	Sacramento County	2000	1223.500	519.730	639.740	1159.470	129.69	-	-	172.90	-	-	302.59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	64.030	4.32	-	-	0.48	-	-	4.80	-	-	75	-	-	-	-	-	-	1.90	2.41	4.31	-	152.49	257.27	-	27.32	36.50	81.50	145.32	-	150.10	255.80	405.90	-	25.00	36.50	81.50	143.00	-	2.39	1.47	3.86	-	2.32	0.00	0.00	2.32	-
06	California	067	Sacramento County	2005	1363.482	520.890	827.867	1348.757	114.68	0.00	114.68	182.26	0.00	182.26	296.94	0.00	296.94	134.53	-	-	-	-	-	220.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.725	3.39	-	-	0.00	-	-	3.39	-	-	230	134.530	100	137.92	-	-	-	1.05	1.34	2.39	-	189.21	219.62	-	26.53	25.62	86.42	138.57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	067	Sacramento County	2010	1418.788	634.430	765.670	1400.100	116.72	0.00	116.72	194.92	0.00	194.92	311.64	0.00	311.64	196.91	-	5.73	-	-	-	223.00	0.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.688	0.61	-	-	0.08	-	-	0.69	-	-	37	196.910	141	197.60	-	-	-	1.02	1.30	2.32	-	142.48	164.09	-	31.43	27.41	92.46	151.30	-	140.12	162.64	302.76	275.40	28.38	27.41	92.46	148.25	-	2.36	1.45	3.81	-	3.05	0.00	0.00	3.05	0.45
06	California	069	San Benito County	1985	30.580	26.870	0.000	26.870	4.75	-	-	0.00	-	-	4.75	-	-	2.90	1.09	1.07	0.00	5.06	-	-	-	-	0.10	-	-	0.01	-	-	0.11	-	-	1.09	-	0.33	-	-	-	3.710	0.26	-	-	0.02	-	-	0.28	-	-	75	2.900	108	3.18	0.83	-	-	-	-	-	-	58.11	36.69	67.00	13.19	-	37.31	-	0.57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	069	San Benito County	1990	36.700	6.270	14.300	20.570	0.73	-	-	2.03	-	-	2.76	-	-	1.65	0.36	0.08	0.00	2.09	-	-	-	19	0.00	-	-	0.00	-	-	0.00	-	-	0.36	-	0.00	-	-	-	16.130	0.10	-	-	1.11	-	-	1.21	-	-	75	1.650	80	2.86	0.74	-	-	-	-	-	-	44.32	29.55	54.77	21.24	-	25.96	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	069	San Benito County	1995	42.650	33.280	0.000	33.280	5.17	0.00	5.17	0.00	0.00	0.00	5.17	0.00	5.17	4.23	0.37	0.15	0.00	4.75	0.42	155.00	0.00	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.37	0.10	0.00	0.10	0.00	9.370	0.63	0.00	0.63	0.07	0.00	0.07	0.70	0.00	0.70	75	4.230	127	4.93	1.28	0.00	1.28	-	-	-	-	71.46	8.78	59.32	9.16	3.29	29.45	41.90	0.51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	069	San Benito County	2000	53.230	46.920	0.000	46.920	6.30	-	-	0.00	-	-	6.30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.310	0.43	-	-	0.05	-	-	0.48	-	-	76	-	-	-	-	-	-	0.51	0.65	1.16	-	74.08	9.36	-	19.99	14.30	9.30	43.59	-	73.70	9.10	82.80	-	19.60	14.30	9.30	43.20	-	0.38	0.26	0.64	-	0.39	0.00	0.00	0.39	-
06	California	069	San Benito County	2005	55.936	3.069	40.769	43.838	0.94	0.00	0.94	12.55	0.00	12.55	13.49	0.00	13.49	5.47	-	-	-	-	-	308.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12.098	3.11	-	-	0.35	-	-	3.46	-	-	286	5.470	125	8.93	-	-	-	0.32	0.41	0.73	-	36.51	14.20	-	17.03	12.45	8.08	37.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	069	San Benito County	2010	55.269	47.450	0.250	47.700	5.46	0.00	5.46	1.45	0.00	1.45	6.91	0.00	6.91	4.55	-	0.61	-	-	-	145.00	0.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.569	0.42	-	-	0.15	-	-	0.57	-	-	75	4.550	95	5.12	-	-	-	0.29	0.37	0.66	-	52.27	20.42	-	24.32	17.52	11.37	53.21	-	51.98	20.22	72.20	61.66	23.97	17.52	11.37	52.86	-	0.29	0.20	0.49	-	0.35	0.00	0.00	0.35	-
06	California	071	San Bernardino County	1985	1085.660	924.630	159.750	1084.380	283.37	-	-	47.62	-	-	330.99	-	-	201.90	76.13	5.34	3.23	286.60	-	-	-	-	0.02	-	-	0.01	-	-	0.03	-	-	76.13	-	18.52	-	-	-	1.280	0.05	-	-	0.03	-	-	0.08	-	-	63	201.900	186	201.98	52.52	-	-	-	-	-	-	20.72	192.87	148.79	7.78	-	55.34	-	1.50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	071	San Bernardino County	1990	1418.380	796.110	253.680	1049.790	235.20	-	-	77.42	-	-	312.62	-	-	220.72	37.97	13.29	1.19	273.17	-	-	-	206	9.53	-	-	0.00	-	-	9.53	-	-	37.97	-	0.01	-	-	-	368.590	22.94	-	-	4.70	-	-	27.64	-	-	75	220.720	210	248.36	64.57	-	-	-	-	-	-	189.30	0.00	129.86	36.04	-	21.16	-	2.50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	071	San Bernardino County	1995	1581.600	1270.330	260.190	1530.520	263.27	0.00	263.27	49.74	0.00	49.74	313.01	0.00	313.01	219.28	45.87	14.30	0.42	279.87	33.14	205.00	0.00	51	0.51	0.00	0.51	0.00	0.00	0.00	0.51	0.00	0.51	45.87	46.38	11.93	0.00	11.93	0.00	51.080	3.45	0.00	3.45	0.38	0.00	0.38	3.83	0.00	3.83	75	219.280	143	223.11	64.83	0.00	64.83	-	-	-	-	58.50	127.55	153.82	7.83	2.67	33.70	44.20	13.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
